ensembl_id	species	gene_symbol	ens_orthogroup_id	ens_hqorthogroup_id	species_code
ENSMUSG00000032399	mouse	Rpl4	OG_00965	HQ_10598	MOUSE
ENSMUSG00000032400	mouse	Zwilch	OG_12329	HQ_10597	MOUSE
ENSMUSG00000032401	mouse	Lctl	OG_13787	HQ_11970	MOUSE
ENSMUSG00000032402	mouse	Smad3	OG_11259	HQ_09577	MOUSE
ENSMUSG00000032403	mouse	2300009A05Rik	OG_13885	HQ_12065	MOUSE
ENSMUSG00000032405	mouse	Pias1	OG_02551	HQ_00992	MOUSE
ENSMUSG00000032407	mouse	U2surp	OG_10598	HQ_08923	MOUSE
ENSMUSG00000032409	mouse	Atr	OG_12396	HQ_10669	MOUSE
ENSMUSG00000032410	mouse	Xrn1	OG_05483	HQ_03936	MOUSE
ENSMUSG00000032411	mouse	Tfdp2	OG_05482	HQ_03935	MOUSE
ENSMUSG00000032412	mouse	Atp1b3	OG_00569	HQ_01459	MOUSE
ENSMUSG00000032413	mouse	Rasa2	OG_01640	HQ_00421	MOUSE
ENSMUSG00000032415	mouse	Ube2cbp	OG_05905	HQ_04363	MOUSE
ENSMUSG00000032417	mouse	Rwdd2a	OG_02412	HQ_00855	MOUSE
ENSMUSG00000032418	mouse	Me1	OG_02912	HQ_01350	MOUSE
ENSMUSG00000032419	mouse	Tbx18	OG_05369	HQ_03821	MOUSE
ENSMUSG00000032420	mouse	Nt5e	OG_07534	HQ_05945	MOUSE
ENSMUSG00000032422	mouse	Snx14	OG_07533	HQ_05944	MOUSE
ENSMUSG00000032423	mouse	Syncrip	OG_07532	HQ_05943	MOUSE
ENSMUSG00000032425	mouse	Zfp949	OG_00188	HQ_18836	MOUSE
ENSMUSG00000032431	mouse	Crtap	OG_11775	HQ_10066	MOUSE
ENSMUSG00000032434	mouse	Cmtm6	OG_03701	HQ_13524	MOUSE
ENSMUSG00000032435	mouse	Dync1li1	OG_01560	HQ_00398	MOUSE
ENSMUSG00000032436	mouse	Cmtm7	OG_09534	HQ_07920	MOUSE
ENSMUSG00000032437	mouse	Stt3b	OG_10546	HQ_08870	MOUSE
ENSMUSG00000032440	mouse	Tgfbr2	OG_10540	HQ_08864	MOUSE
ENSMUSG00000032443	mouse	Zcwpw2	OG_14615	HQ_12743	MOUSE
ENSMUSG00000032446	mouse	Eomes	OG_10538	HQ_08861	MOUSE
ENSMUSG00000032449	mouse	Slc25a36	OG_00600	HQ_03934	MOUSE
ENSMUSG00000032451	mouse	Trim42	OG_09719	HQ_08099	MOUSE
ENSMUSG00000032452	mouse	Clstn2	OG_09937	HQ_08312	MOUSE
ENSMUSG00000032454	mouse	Rbp2	OG_05480	HQ_03932	MOUSE
ENSMUSG00000032456	mouse	Nmnat3	OG_10627	HQ_08950	MOUSE
ENSMUSG00000032458	mouse	Copb2	OG_13329	HQ_11547	MOUSE
ENSMUSG00000032459	mouse	Mrps22	OG_12405	HQ_10679	MOUSE
ENSMUSG00000032462	mouse	Pik3cb	OG_02708	HQ_01149	MOUSE
ENSMUSG00000032463	mouse	Faim	OG_00914	HQ_18837	MOUSE
ENSMUSG00000032468	mouse	Armc8	OG_05479	HQ_03930	MOUSE
ENSMUSG00000032469	mouse	Dbr1	OG_07982	HQ_06393	MOUSE
ENSMUSG00000032470	mouse	Mras	OG_09933	HQ_08307	MOUSE
ENSMUSG00000032473	mouse	Cldn18	OG_02934	HQ_01371	MOUSE
ENSMUSG00000032475	mouse	Nck1	OG_09920	HQ_08295	MOUSE
ENSMUSG00000032477	mouse	Cdc25a	OG_10670	HQ_08995	MOUSE
ENSMUSG00000032478	mouse	Nme6	OG_12037	HQ_10319	MOUSE
ENSMUSG00000032479	mouse	Map4	OG_15356	HQ_SNG_008200	MOUSE
ENSMUSG00000032480	mouse	Dhx30	OG_07152	HQ_05569	MOUSE
ENSMUSG00000032481	mouse	Smarcc1	OG_12211	HQ_10492	MOUSE
ENSMUSG00000032482	mouse	Cspg5	OG_05520	HQ_03973	MOUSE
ENSMUSG00000032484	mouse	Ngp	OG_18238	HQ_SNG_008201	MOUSE
ENSMUSG00000032485	mouse	Scap	OG_05521	HQ_03975	MOUSE
ENSMUSG00000032487	mouse	Ptgs2	OG_03153	HQ_01588	MOUSE
ENSMUSG00000032489	mouse	Kif9	OG_03594	HQ_02029	MOUSE
ENSMUSG00000032491	mouse	Nradd	OG_18239	HQ_17341	MOUSE
ENSMUSG00000032492	mouse	Pth1r	OG_10180	HQ_08533	MOUSE
ENSMUSG00000032493	mouse	Prss44	OG_18240	HQ_18838	MOUSE
ENSMUSG00000032494	mouse	Tdgf1	OG_01050	HQ_00556	MOUSE
ENSMUSG00000032495	mouse	Lrrc2	OG_10622	HQ_14728	MOUSE
ENSMUSG00000032496	mouse	Ltf	OG_02395	HQ_00838	MOUSE
ENSMUSG00000032497	mouse	Lrrfip2	OG_03754	HQ_02194	MOUSE
ENSMUSG00000032498	mouse	Mlh1	OG_03236	HQ_01673	MOUSE
ENSMUSG00000032500	mouse	Dclk3	OG_10588	HQ_08913	MOUSE
ENSMUSG00000032501	mouse	Trib1	OG_12199	HQ_10480	MOUSE
ENSMUSG00000032502	mouse	Stac	OG_08742	HQ_07147	MOUSE
ENSMUSG00000032503	mouse	Arpp21	OG_12156	HQ_10437	MOUSE
ENSMUSG00000032504	mouse	Pdcd6ip	OG_SNG_005238	HQ_SNG_008202	MOUSE
ENSMUSG00000032507	mouse	Fbxl2	OG_09535	HQ_07921	MOUSE
ENSMUSG00000032508	mouse	Myd88	OG_12148	HQ_10429	MOUSE
ENSMUSG00000032511	mouse	Scn5a	OG_13269	HQ_11489	MOUSE
ENSMUSG00000032512	mouse	Wdr48	OG_05530	HQ_03983	MOUSE
ENSMUSG00000032513	mouse	Gorasp1	OG_05532	HQ_03985	MOUSE
ENSMUSG00000032514	mouse	Ttc21a	OG_11437	HQ_09748	MOUSE
ENSMUSG00000032515	mouse	Csrnp1	OG_08737	HQ_07143	MOUSE
ENSMUSG00000032517	mouse	Mobp	OG_11487	HQ_14886	MOUSE
ENSMUSG00000032518	mouse	Rpsa	OG_01758	HQ_16635	MOUSE
ENSMUSG00000032519	mouse	Slc25a38	OG_01561	HQ_07144	MOUSE
ENSMUSG00000032523	mouse	Hhatl	OG_02343	HQ_00787	MOUSE
ENSMUSG00000032525	mouse	Nktr	OG_05545	HQ_03997	MOUSE
ENSMUSG00000032526	mouse	Ss18l2	OG_02312	HQ_00757	MOUSE
ENSMUSG00000032527	mouse	Pccb	OG_05477	HQ_03928	MOUSE
ENSMUSG00000032528	mouse	Vipr1	OG_05540	HQ_03993	MOUSE
ENSMUSG00000032530	mouse	Lyzl4	OG_09824	HQ_14572	MOUSE
ENSMUSG00000032531	mouse	Amotl2	OG_05473	HQ_03924	MOUSE
ENSMUSG00000032532	mouse	Cck	OG_13652	HQ_SNG_008203	MOUSE
ENSMUSG00000032534	mouse	Cep63	OG_13148	HQ_11378	MOUSE
ENSMUSG00000032536	mouse	Trak1	OG_13116	HQ_11344	MOUSE
ENSMUSG00000032537	mouse	Ephb1	OG_09651	HQ_08036	MOUSE
ENSMUSG00000032540	mouse	Abhd5	OG_02369	HQ_00813	MOUSE
ENSMUSG00000032547	mouse	Ryk	OG_10607	HQ_08931	MOUSE
ENSMUSG00000032548	mouse	Slco2a1	OG_12352	HQ_10623	MOUSE
ENSMUSG00000032549	mouse	Rab6b	OG_09649	HQ_08034	MOUSE
ENSMUSG00000032551	mouse	1110059G10Rik	OG_10615	HQ_08939	MOUSE
ENSMUSG00000032553	mouse	Srprb	OG_08767	HQ_14384	MOUSE
ENSMUSG00000032554	mouse	Trf	OG_15438	HQ_13525	MOUSE
ENSMUSG00000032555	mouse	Topbp1	OG_10606	HQ_08930	MOUSE
ENSMUSG00000032556	mouse	Bfsp2	OG_11861	HQ_10152	MOUSE
ENSMUSG00000032557	mouse	Uba5	OG_03399	HQ_01837	MOUSE
ENSMUSG00000032558	mouse	Nphp3	OG_05471	HQ_03923	MOUSE
ENSMUSG00000032560	mouse	Dnajc13	OG_07983	HQ_06394	MOUSE
ENSMUSG00000032561	mouse	Acpp	OG_02426	HQ_00867	MOUSE
ENSMUSG00000032562	mouse	Gnai2	OG_05495	HQ_03948	MOUSE
ENSMUSG00000032563	mouse	Mrpl3	OG_05524	HQ_03977	MOUSE
ENSMUSG00000032564	mouse	Cpne4	OG_13945	HQ_12120	MOUSE
ENSMUSG00000032565	mouse	Nudt16	OG_01029	HQ_00256	MOUSE
ENSMUSG00000032566	mouse	Nudt16l2	OG_01029	HQ_00256	MOUSE
ENSMUSG00000032567	mouse	Aste1	OG_02556	HQ_00997	MOUSE
ENSMUSG00000032570	mouse	Atp2c1	OG_02444	HQ_00885	MOUSE
ENSMUSG00000032571	mouse	Pik3r4	OG_13967	HQ_12139	MOUSE
ENSMUSG00000032572	mouse	Col6a4	OG_19246	HQ_18839	MOUSE
ENSMUSG00000032575	mouse	Manf	OG_08782	HQ_07190	MOUSE
ENSMUSG00000032577	mouse	Mapkapk3	OG_05528	HQ_03981	MOUSE
ENSMUSG00000032578	mouse	Cish	OG_05527	HQ_03980	MOUSE
ENSMUSG00000032579	mouse	Hemk1	OG_05526	HQ_03979	MOUSE
ENSMUSG00000032580	mouse	Rbm5	OG_02183	HQ_00625	MOUSE
ENSMUSG00000032582	mouse	Rbm6	OG_02190	HQ_00633	MOUSE
ENSMUSG00000032583	mouse	Mon1a	OG_10684	HQ_09008	MOUSE
ENSMUSG00000032584	mouse	Mst1r	OG_10685	HQ_09009	MOUSE
ENSMUSG00000032586	mouse	Traip	OG_13249	HQ_11471	MOUSE
ENSMUSG00000032589	mouse	Bsn	OG_10676	HQ_09000	MOUSE
ENSMUSG00000032590	mouse	Apeh	OG_10677	HQ_09001	MOUSE
ENSMUSG00000032591	mouse	Mst1	OG_12216	HQ_10496	MOUSE
ENSMUSG00000032593	mouse	Amigo3	OG_12502	HQ_10773	MOUSE
ENSMUSG00000032594	mouse	Ip6k1	OG_16487	HQ_15119	MOUSE
ENSMUSG00000032595	mouse	Cdhr4	OG_16786	HQ_15489	MOUSE
ENSMUSG00000032596	mouse	Uba7	OG_13062	HQ_11296	MOUSE
ENSMUSG00000032598	mouse	Nckipsd	OG_14679	HQ_12803	MOUSE
ENSMUSG00000032599	mouse	Ip6k2	OG_02998	HQ_01434	MOUSE
ENSMUSG00000032601	mouse	Prkar2a	OG_05489	HQ_03942	MOUSE
ENSMUSG00000032602	mouse	Slc25a20	OG_12748	HQ_11001	MOUSE
ENSMUSG00000032604	mouse	Qars	OG_12029	HQ_10312	MOUSE
ENSMUSG00000032606	mouse	Nicn1	OG_08779	HQ_07187	MOUSE
ENSMUSG00000032607	mouse	Amt	OG_01564	HQ_07186	MOUSE
ENSMUSG00000032609	mouse	Klhdc8b	OG_13519	HQ_11723	MOUSE
ENSMUSG00000032611	mouse	1700102P08Rik	OG_13770	HQ_11953	MOUSE
ENSMUSG00000032612	mouse	Usp4	OG_05491	HQ_03944	MOUSE
ENSMUSG00000032615	mouse	Nt5m	OG_14561	HQ_12691	MOUSE
ENSMUSG00000032621	mouse	Srek1	OG_19247	HQ_18840	MOUSE
ENSMUSG00000032623	mouse	Oas1d	OG_00144	HQ_SNG_008204	MOUSE
ENSMUSG00000032624	mouse	Eml4	OG_08657	HQ_07062	MOUSE
ENSMUSG00000032625	mouse	Thsd7a	OG_02209	HQ_00652	MOUSE
ENSMUSG00000032633	mouse	Flcn	OG_09638	HQ_08025	MOUSE
ENSMUSG00000032637	mouse	Atxn2l	OG_11515	HQ_09817	MOUSE
ENSMUSG00000032640	mouse	Chsy1	OG_07131	HQ_05548	MOUSE
ENSMUSG00000032641	mouse	Gpr19	OG_13179	HQ_11404	MOUSE
ENSMUSG00000032643	mouse	Fhl3	OG_13197	HQ_11424	MOUSE
ENSMUSG00000032648	mouse	Pygm	OG_03005	HQ_01442	MOUSE
ENSMUSG00000032649	mouse	Colgalt2	OG_14302	HQ_12463	MOUSE
ENSMUSG00000032652	mouse	Crebl2	OG_05177	HQ_03632	MOUSE
ENSMUSG00000032656	mouse	Marchf3	OG_12275	HQ_10549	MOUSE
ENSMUSG00000032657	mouse	Entrep3	OG_10174	HQ_14631	MOUSE
ENSMUSG00000032661	mouse	Oas3	OG_15598	HQ_13772	MOUSE
ENSMUSG00000032666	mouse	1700025G04Rik	OG_17515	HQ_16318	MOUSE
ENSMUSG00000032667	mouse	Pon2	OG_04651	HQ_03091	MOUSE
ENSMUSG00000032671	mouse	A930018P22Rik	OG_14550	HQ_12681	MOUSE
ENSMUSG00000032673	mouse	Prorsd1	OG_17301	HQ_16089	MOUSE
ENSMUSG00000032679	mouse	Cd59a	OG_03484	HQ_SNG_008205	MOUSE
ENSMUSG00000032680	mouse	6820408C15Rik	OG_13972	HQ_SNG_008206	MOUSE
ENSMUSG00000032688	mouse	Malt1	OG_12046	HQ_10329	MOUSE
ENSMUSG00000032690	mouse	Oas2	OG_05184	HQ_03638	MOUSE
ENSMUSG00000032691	mouse	Nlrp3	OG_10376	HQ_08710	MOUSE
ENSMUSG00000032698	mouse	Lmo2	OG_07543	HQ_05955	MOUSE
ENSMUSG00000032702	mouse	Kank1	OG_04798	HQ_03240	MOUSE
ENSMUSG00000032705	mouse	Exd2	OG_03393	HQ_01831	MOUSE
ENSMUSG00000032712	mouse	Resf1	OG_12357	HQ_SNG_008207	MOUSE
ENSMUSG00000032714	mouse	Syde1	OG_04526	HQ_02974	MOUSE
ENSMUSG00000032715	mouse	Trib3	OG_04109	HQ_02561	MOUSE
ENSMUSG00000032717	mouse	Mdfi	OG_05337	HQ_03790	MOUSE
ENSMUSG00000032718	mouse	Mansc1	OG_15594	HQ_13767	MOUSE
ENSMUSG00000032719	mouse	Sbspon	OG_10840	HQ_09161	MOUSE
ENSMUSG00000032724	mouse	Abtb2	OG_11070	HQ_14808	MOUSE
ENSMUSG00000032725	mouse	Folr2	OG_10963	HQ_09283	MOUSE
ENSMUSG00000032726	mouse	Bmp8a	OG_19248	HQ_18841	MOUSE
ENSMUSG00000032727	mouse	Mier3	OG_09692	HQ_08075	MOUSE
ENSMUSG00000032733	mouse	Snx33	OG_12219	HQ_10498	MOUSE
ENSMUSG00000032735	mouse	Ablim3	OG_16423	HQ_15034	MOUSE
ENSMUSG00000032737	mouse	Inppl1	OG_10964	HQ_09284	MOUSE
ENSMUSG00000032739	mouse	Pram1	OG_15845	HQ_14149	MOUSE
ENSMUSG00000032740	mouse	Ccdc88a	OG_05608	HQ_04061	MOUSE
ENSMUSG00000032741	mouse	Tpcn1	OG_13618	HQ_11816	MOUSE
ENSMUSG00000032743	mouse	Katnip	OG_02649	HQ_01092	MOUSE
ENSMUSG00000032744	mouse	Heyl	OG_10638	HQ_08962	MOUSE
ENSMUSG00000032745	mouse	Gpbp1	OG_02835	HQ_01268	MOUSE
ENSMUSG00000032750	mouse	Gab3	OG_17638	HQ_16547	MOUSE
ENSMUSG00000032754	mouse	Slc8b1	OG_03617	HQ_02053	MOUSE
ENSMUSG00000032757	mouse	Bet1	OG_19249	HQ_SNG_008208	MOUSE
ENSMUSG00000032758	mouse	Kap	OG_19250	HQ_SNG_008209	MOUSE
ENSMUSG00000032763	mouse	Ilvbl	OG_04525	HQ_02973	MOUSE
ENSMUSG00000032766	mouse	Gng11	OG_15752	HQ_14020	MOUSE
ENSMUSG00000032769	mouse	Trpa1	OG_04426	HQ_02881	MOUSE
ENSMUSG00000032773	mouse	Chrm1	OG_17692	HQ_16642	MOUSE
ENSMUSG00000032776	mouse	Mctp2	OG_08279	HQ_06691	MOUSE
ENSMUSG00000032777	mouse	Gtf3c1	OG_03266	HQ_01704	MOUSE
ENSMUSG00000032782	mouse	Cntrob	OG_11746	HQ_10041	MOUSE
ENSMUSG00000032783	mouse	Troap	OG_07563	HQ_05974	MOUSE
ENSMUSG00000032786	mouse	Alas1	OG_02488	HQ_00929	MOUSE
ENSMUSG00000032788	mouse	Pdxk	OG_01668	HQ_08479	MOUSE
ENSMUSG00000032796	mouse	Lama1	OG_04175	HQ_02623	MOUSE
ENSMUSG00000032802	mouse	Srxn1	OG_15131	HQ_16020	MOUSE
ENSMUSG00000032803	mouse	Cdv3	OG_03708	HQ_02145	MOUSE
ENSMUSG00000032806	mouse	Slc10a3	OG_06693	HQ_05126	MOUSE
ENSMUSG00000032807	mouse	Alox12b	OG_12834	HQ_11080	MOUSE
ENSMUSG00000032808	mouse	Cyp2c38	OG_02121	HQ_SNG_008210	MOUSE
ENSMUSG00000032812	mouse	Arap1	OG_13597	HQ_11800	MOUSE
ENSMUSG00000032815	mouse	Fanca	OG_16793	HQ_15495	MOUSE
ENSMUSG00000032816	mouse	Igdcc4	OG_04389	HQ_02842	MOUSE
ENSMUSG00000032818	mouse	Loxhd1	OG_11303	HQ_09619	MOUSE
ENSMUSG00000032826	mouse	Ank2	OG_08809	HQ_14391	MOUSE
ENSMUSG00000032827	mouse	Ppp1r9a	OG_09964	HQ_08337	MOUSE
ENSMUSG00000032834	mouse	Pwp2	OG_14934	HQ_13022	MOUSE
ENSMUSG00000032839	mouse	Trpc1	OG_08773	HQ_07180	MOUSE
ENSMUSG00000032840	mouse	Spring1	OG_05194	HQ_03648	MOUSE
ENSMUSG00000032841	mouse	Prr5l	OG_07542	HQ_05954	MOUSE
ENSMUSG00000032842	mouse	Abcc10	OG_06470	HQ_04910	MOUSE
ENSMUSG00000032845	mouse	Alpk2	OG_16927	HQ_15677	MOUSE
ENSMUSG00000032846	mouse	Zswim6	OG_06971	HQ_05398	MOUSE
ENSMUSG00000032849	mouse	Abcc4	OG_00222	HQ_00363	MOUSE
ENSMUSG00000032850	mouse	Rnft2	OG_07512	HQ_05922	MOUSE
ENSMUSG00000032852	mouse	Rspo4	OG_04113	HQ_02565	MOUSE
ENSMUSG00000032854	mouse	Ugt8a	OG_12349	HQ_10620	MOUSE
ENSMUSG00000032855	mouse	Pkd1	OG_15330	HQ_13345	MOUSE
ENSMUSG00000032860	mouse	P2ry2	OG_16475	HQ_15106	MOUSE
ENSMUSG00000032864	mouse	Rag2	OG_12402	HQ_10676	MOUSE
ENSMUSG00000032867	mouse	Fbxw8	OG_12388	HQ_10661	MOUSE
ENSMUSG00000032869	mouse	Psmf1	OG_06581	HQ_05019	MOUSE
ENSMUSG00000032870	mouse	Smap2	OG_03462	HQ_01901	MOUSE
ENSMUSG00000032872	mouse	Cyb5r4	OG_02906	HQ_01344	MOUSE
ENSMUSG00000032875	mouse	Arhgef17	OG_01317	HQ_13751	MOUSE
ENSMUSG00000032878	mouse	Ccdc85a	OG_02760	HQ_01198	MOUSE
ENSMUSG00000032883	mouse	Acsl3	OG_06390	HQ_04833	MOUSE
ENSMUSG00000032890	mouse	Rims3	OG_05794	HQ_04252	MOUSE
ENSMUSG00000032892	mouse	Rangrf	OG_01311	HQ_03424	MOUSE
ENSMUSG00000032894	mouse	1700031F05Rik	OG_19251	HQ_SNG_008211	MOUSE
ENSMUSG00000032897	mouse	Nfyc	OG_02926	HQ_01363	MOUSE
ENSMUSG00000032898	mouse	Fbxo21	OG_07509	HQ_05920	MOUSE
ENSMUSG00000032899	mouse	Styk1	OG_02810	HQ_01244	MOUSE
ENSMUSG00000032900	mouse	Tex43	OG_14030	HQ_12196	MOUSE
ENSMUSG00000032902	mouse	Slc16a1	OG_01637	HQ_08067	MOUSE
ENSMUSG00000032905	mouse	Atg12	OG_08855	HQ_07260	MOUSE
ENSMUSG00000032908	mouse	Sgpp2	OG_10458	HQ_08784	MOUSE
ENSMUSG00000032911	mouse	Cspg4	OG_12218	HQ_10497	MOUSE
ENSMUSG00000032913	mouse	Lrig2	OG_14317	HQ_12478	MOUSE
ENSMUSG00000032915	mouse	Adgre4	OG_17342	HQ_18842	MOUSE
ENSMUSG00000032921	mouse	Odf4	OG_19252	HQ_18843	MOUSE
ENSMUSG00000032925	mouse	Itgbl1	OG_14254	HQ_12419	MOUSE
ENSMUSG00000032932	mouse	Hspa13	OG_09678	HQ_08061	MOUSE
ENSMUSG00000032936	mouse	Camkv	OG_10683	HQ_09007	MOUSE
ENSMUSG00000032937	mouse	Fshr	OG_11862	HQ_10153	MOUSE
ENSMUSG00000032939	mouse	Nup93	OG_04287	HQ_02740	MOUSE
ENSMUSG00000032940	mouse	Rbm11	OG_13437	HQ_11645	MOUSE
ENSMUSG00000032942	mouse	Ucp3	OG_12460	HQ_10732	MOUSE
ENSMUSG00000032946	mouse	Rasgrp2	OG_03000	HQ_01437	MOUSE
ENSMUSG00000032948	mouse	Lipi	OG_13858	HQ_12040	MOUSE
ENSMUSG00000032952	mouse	Ap4b1	OG_07404	HQ_05813	MOUSE
ENSMUSG00000032959	mouse	Pebp1	OG_18241	HQ_17342	MOUSE
ENSMUSG00000032965	mouse	Ift57	OG_05505	HQ_03958	MOUSE
ENSMUSG00000032966	mouse	Fkbp1a	OG_00774	HQ_13511	MOUSE
ENSMUSG00000032968	mouse	Inha	OG_06393	HQ_04836	MOUSE
ENSMUSG00000032977	mouse	Fam207a	OG_10127	HQ_08487	MOUSE
ENSMUSG00000032978	mouse	Guca2b	OG_02632	HQ_SNG_008212	MOUSE
ENSMUSG00000032985	mouse	5730522E02Rik	OG_SNG_005239	HQ_SNG_008213	MOUSE
ENSMUSG00000032987	mouse	Or8s8	OG_18242	HQ_17343	MOUSE
ENSMUSG00000032988	mouse	Slc16a8	OG_03904	HQ_02344	MOUSE
ENSMUSG00000032997	mouse	Chpf	OG_06391	HQ_04834	MOUSE
ENSMUSG00000032998	mouse	Foxj3	OG_14320	HQ_12482	MOUSE
ENSMUSG00000032999	mouse	Nlrp4f	OG_00253	HQ_18844	MOUSE
ENSMUSG00000033004	mouse	Mycbp2	OG_02228	HQ_00673	MOUSE
ENSMUSG00000033006	mouse	Sox10	OG_03899	HQ_02339	MOUSE
ENSMUSG00000033007	mouse	Asic4	OG_03103	HQ_01539	MOUSE
ENSMUSG00000033009	mouse	Ogfod1	OG_03559	HQ_01994	MOUSE
ENSMUSG00000033014	mouse	Trim33	OG_14092	HQ_12256	MOUSE
ENSMUSG00000033016	mouse	Nfatc1	OG_07072	HQ_05489	MOUSE
ENSMUSG00000033020	mouse	Polr2f	OG_03898	HQ_02338	MOUSE
ENSMUSG00000033021	mouse	Gmppa	OG_08727	HQ_07134	MOUSE
ENSMUSG00000033022	mouse	Cdo1	OG_06902	HQ_05333	MOUSE
ENSMUSG00000033024	mouse	Klra9	OG_00051	HQ_SNG_008214	MOUSE
ENSMUSG00000033027	mouse	Klrc3	OG_00080	HQ_SNG_008215	MOUSE
ENSMUSG00000033029	mouse	1700088E04Rik	OG_06792	HQ_05222	MOUSE
ENSMUSG00000033031	mouse	Cip2a	OG_10537	HQ_08860	MOUSE
ENSMUSG00000033032	mouse	Afap1l1	OG_09864	HQ_08240	MOUSE
ENSMUSG00000033033	mouse	Calhm2	OG_07975	HQ_06386	MOUSE
ENSMUSG00000033036	mouse	Gm7879	OG_01811	HQ_SNG_008216	MOUSE
ENSMUSG00000033039	mouse	Micall1	OG_03897	HQ_13561	MOUSE
ENSMUSG00000033044	mouse	Dhrs7c	OG_13345	HQ_11562	MOUSE
ENSMUSG00000033047	mouse	Eif3l	OG_03896	HQ_02337	MOUSE
ENSMUSG00000033053	mouse	Cfap95	OG_14518	HQ_12652	MOUSE
ENSMUSG00000033054	mouse	Npat	OG_09176	HQ_07573	MOUSE
ENSMUSG00000033055	mouse	Ankrd54	OG_03895	HQ_02336	MOUSE
ENSMUSG00000033059	mouse	Pygb	OG_04057	HQ_02511	MOUSE
ENSMUSG00000033060	mouse	Lmo7	OG_07681	HQ_06102	MOUSE
ENSMUSG00000033061	mouse	Resp18	OG_13123	HQ_17344	MOUSE
ENSMUSG00000033063	mouse	Cntnap3	OG_00797	HQ_03211	MOUSE
ENSMUSG00000033065	mouse	Pfkm	OG_09445	HQ_07835	MOUSE
ENSMUSG00000033066	mouse	Gas7	OG_02278	HQ_00723	MOUSE
ENSMUSG00000033068	mouse	Entpd6	OG_14130	HQ_12290	MOUSE
ENSMUSG00000033075	mouse	Senp1	OG_01162	HQ_00295	MOUSE
ENSMUSG00000033080	mouse	Vsx1	OG_04055	HQ_02509	MOUSE
ENSMUSG00000033082	mouse	Clec1a	OG_09233	HQ_07628	MOUSE
ENSMUSG00000033083	mouse	Tbc1d4	OG_07673	HQ_06093	MOUSE
ENSMUSG00000033088	mouse	Triobp	OG_03891	HQ_13559	MOUSE
ENSMUSG00000033096	mouse	Apmap	OG_04159	HQ_02609	MOUSE
ENSMUSG00000033099	mouse	Nol12	OG_15151	HQ_13220	MOUSE
ENSMUSG00000033102	mouse	Cdc14b	OG_00768	HQ_00181	MOUSE
ENSMUSG00000033105	mouse	Lss	OG_10130	HQ_08491	MOUSE
ENSMUSG00000033106	mouse	Slc7a6os	OG_04317	HQ_02770	MOUSE
ENSMUSG00000033107	mouse	Rnf125	OG_15491	HQ_13608	MOUSE
ENSMUSG00000033111	mouse	3830406C13Rik	OG_05501	HQ_03954	MOUSE
ENSMUSG00000033114	mouse	Slc35d2	OG_07040	HQ_05462	MOUSE
ENSMUSG00000033122	mouse	Hsd17b3	OG_07037	HQ_05459	MOUSE
ENSMUSG00000033124	mouse	Atg9a	OG_14363	HQ_12526	MOUSE
ENSMUSG00000033126	mouse	Ybey	OG_13085	HQ_15306	MOUSE
ENSMUSG00000033128	mouse	Gga1	OG_03882	HQ_02324	MOUSE
ENSMUSG00000033147	mouse	Slc22a15	OG_10506	HQ_08833	MOUSE
ENSMUSG00000033149	mouse	Phldb2	OG_08757	HQ_07164	MOUSE
ENSMUSG00000033152	mouse	Podxl2	OG_05518	HQ_03971	MOUSE
ENSMUSG00000033156	mouse	Cst10	OG_00320	HQ_SNG_008217	MOUSE
ENSMUSG00000033157	mouse	Abhd10	OG_08758	HQ_07165	MOUSE
ENSMUSG00000033159	mouse	Cnppd1	OG_05650	HQ_04104	MOUSE
ENSMUSG00000033161	mouse	Atp1a1	OG_10509	HQ_08835	MOUSE
ENSMUSG00000033166	mouse	Dis3	OG_03450	HQ_01887	MOUSE
ENSMUSG00000033170	mouse	Card10	OG_03877	HQ_02320	MOUSE
ENSMUSG00000033174	mouse	Mgll	OG_03171	HQ_01606	MOUSE
ENSMUSG00000033177	mouse	Tmprss7	OG_12503	HQ_10774	MOUSE
ENSMUSG00000033182	mouse	Kbtbd12	OG_13710	HQ_11899	MOUSE
ENSMUSG00000033184	mouse	Tmed7	OG_15863	HQ_14183	MOUSE
ENSMUSG00000033186	mouse	Mzt1	OG_14531	HQ_12666	MOUSE
ENSMUSG00000033187	mouse	BC016579	OG_05513	HQ_03966	MOUSE
ENSMUSG00000033191	mouse	Tie1	OG_02922	HQ_01359	MOUSE
ENSMUSG00000033192	mouse	Lpcat2	OG_03558	HQ_01993	MOUSE
ENSMUSG00000033196	mouse	Myh2	OG_18243	HQ_17345	MOUSE
ENSMUSG00000033200	mouse	Tpsg1	OG_00113	HQ_13843	MOUSE
ENSMUSG00000033207	mouse	Mamdc2	OG_10897	HQ_09219	MOUSE
ENSMUSG00000033208	mouse	S100b	OG_10134	HQ_16549	MOUSE
ENSMUSG00000033209	mouse	Ttc28	OG_03903	HQ_02343	MOUSE
ENSMUSG00000033210	mouse	Slc9c1	OG_12039	HQ_10321	MOUSE
ENSMUSG00000033213	mouse	AA467197	OG_11248	HQ_16611	MOUSE
ENSMUSG00000033214	mouse	Slitrk5	OG_10941	HQ_09261	MOUSE
ENSMUSG00000033216	mouse	Eefsec	OG_07182	HQ_05598	MOUSE
ENSMUSG00000033219	mouse	Gm9758	OG_00021	HQ_SNG_008218	MOUSE
ENSMUSG00000033220	mouse	Rac2	OG_06790	HQ_05220	MOUSE
